url_risk,sms_risk,qr_risk,image_risk,email_risk,url_present,sms_present,qr_present,image_present,email_present,label
0.026736894076279487,0.5,0.5,0.6323891322686875,0.5,1,0,0,1,0,0
1.0,0.8296147106627002,0.5,0.5,0.5,1,1,0,0,0,1
0.10840158386508267,0.5,0.5,0.5,0.02587261788892333,1,0,0,0,1,0
0.1769669110249364,0.5,0.09474979582546918,0.5958155067552512,0.5,1,0,1,1,0,0
1.0,1.0,0.9372884279906865,0.5,0.9260062088708978,1,1,1,0,1,1
0.0222413985838713,0.032251313097818764,0.5,0.8091983829414716,0.0,1,1,0,1,1,0
0.08943356525252447,0.5,0.0,0.6289104534046545,0.5,1,0,1,1,0,0
0.5,0.5,0.5,0.8514982994425849,0.019845221151903326,0,0,0,1,1,0
0.0,0.022066095903983708,0.38918093939888115,0.6336759356882036,0.5,1,1,1,1,0,0
0.0,0.01067454126075962,0.3478570217858558,0.5,0.12438645975130783,1,1,1,0,1,0
0.7942196017506873,0.807638580363084,0.5,0.5,1.0,1,1,0,0,1,1
0.0018743581830748014,0.5,0.5,0.5,0.0,1,0,0,0,1,0
0.0,0.015326101601681822,0.5,0.5,0.0,1,1,0,0,1,0
0.5,0.5,0.5,0.8899955629474786,1.0,0,0,0,1,1,1
0.918760391278705,0.74719389669428,0.5,0.9447128947901384,0.5,1,1,0,1,0,1
0.5,0.5,0.5,1.0,1.0,0,0,0,1,1,1
0.0066969998733376595,0.0928464580014362,0.5,0.5,0.07694026020429198,1,1,0,0,1,0
0.5,1.0,0.5,0.8781701819301263,0.5,0,1,0,1,0,1
0.5,0.8356531019995553,1.0,0.5,0.904211285051611,0,1,1,0,1,1
0.0,0.5,0.0,0.5,0.0,1,0,1,0,1,0
0.5,0.5,0.5,0.5,0.08715679197353605,0,0,0,0,1,0
0.0,0.13847237871403745,0.5,1.0,0.5,1,1,0,1,0,0
1.0,0.5,0.5,0.808991044807106,0.9866298126350974,1,0,0,1,1,1
0.9642960933423292,0.8321734179423457,0.5315073521844385,0.5,0.9064856127159406,1,1,1,0,1,1
0.5,0.5,0.07256646066993006,0.6302562005920581,0.5,0,0,1,1,0,0
0.5,0.5,0.27988433454967954,0.5,0.08014037345056324,0,0,1,0,1,0
0.9324343212331849,0.7333736891073654,0.5,0.5,0.5,1,1,0,0,0,1
0.0050651223273498885,0.0,0.5,0.5,0.0,1,1,0,0,1,0
0.7989290853999169,0.5,0.5,0.5,0.886415083897864,1,0,0,0,1,1
0.0,0.0,0.5,0.8364511916931214,0.5,1,1,0,1,0,0
1.0,0.8780363740421308,0.9207953217421455,0.9944759447886534,1.0,1,1,1,1,1,1
1.0,0.5,0.5,1.0,1.0,1,0,0,1,1,1
1.0,1.0,0.5,0.6310635669168014,0.5,1,1,0,1,0,1
0.5,0.5,0.5,0.6720890891788918,0.5,0,0,0,1,0,0
0.039281151630657624,0.5,0.5,0.5,0.5,1,0,0,0,0,0
0.9269418827130936,0.9567310317094646,0.5697174729848806,0.5,0.9563969233777305,1,1,1,0,1,1
0.5,0.5,0.5,0.7733161234205665,0.5,0,0,0,1,0,0
0.07556333554435754,0.5,0.156307253293778,0.5,0.24316739861929362,1,0,1,0,1,0
0.5,0.8839380211110525,0.5,1.0,0.5,0,1,0,1,0,1
0.5,0.5,0.2997163022335699,0.5,0.24055564271788749,0,0,1,0,1,0
0.0,0.5,0.5,0.5,0.0,1,0,0,0,1,0
1.0,1.0,0.5,0.5,0.5,1,1,0,0,0,1
0.5,0.03960472141957262,0.5,0.877967204473461,0.0,0,1,0,1,1,0
0.5,0.5,0.5,0.5,0.9881489119004685,0,0,0,0,1,1
0.5,0.5,0.0,0.5,0.5,0,0,1,0,0,0
0.5,0.0,0.5,0.5,0.0,0,1,0,0,1,0
0.5,0.5,0.7035499794530913,0.5,0.5,0,0,1,0,0,1
0.0342991685089841,0.5,0.5,0.5,0.13807760524808038,1,0,0,0,1,0
0.9353105212792969,0.5,0.7851300388643316,0.5,0.5,1,0,1,0,0,1
0.5,0.5,0.9847946271072987,0.5,0.9609476427060796,0,0,1,0,1,1
0.5,0.5,0.182716500460753,0.9439791269936495,0.0662995593173505,0,0,1,1,1,0
0.14556942940498238,0.5,0.0,0.7647016055773008,0.5,1,0,1,1,0,0
0.0,0.5,0.5,0.4917842000533439,0.0,1,0,0,1,1,0
0.5,0.5,0.0,0.5,0.226117754076148,0,0,1,0,1,0
0.5,0.17170448126619275,0.5,0.5,0.06257156804826243,0,1,0,0,1,0
0.8595452644057543,0.7132818983158813,0.5,0.5,0.7968001205759994,1,1,0,0,1,1
1.0,0.9016524369493932,0.5,0.8235208461463155,0.5,1,1,0,1,0,1
0.21098646000404908,0.5,0.5,0.5,0.5,1,0,0,0,0,0
0.5,0.04326350599868915,0.5,0.5,0.5,0,1,0,0,0,0
0.0,0.045109315186078296,0.12263557725260849,0.5,0.20453617386373796,1,1,1,0,1,0
0.0,0.5,0.5,0.5,0.0,1,0,0,0,1,0
0.5,0.5,0.5,0.6552656890753324,0.5,0,0,0,1,0,1
0.5,0.8568422954406401,1.0,0.5,1.0,0,1,1,0,1,1
0.5,0.5,0.625824502910034,0.5,0.07275052537441362,0,0,1,0,1,0
0.7617711638639013,1.0,0.6881209655526338,0.5,1.0,1,1,1,0,1,1
0.0,0.0,0.5,0.5,0.5,1,1,0,0,0,0
1.0,0.5,0.5,0.5,1.0,1,0,0,0,1,1
0.5,0.5,0.5,0.5955303239788825,0.0,0,0,0,1,1,0
0.5,0.5,0.7754329948007095,0.774945652133191,1.0,0,0,1,1,1,1
0.5,0.7347467780984343,1.0,0.5,0.5,0,1,1,0,0,1
0.5,0.5,0.5,0.49133997820174813,0.5,0,0,0,1,0,0
0.5,0.7717757720123934,0.5,0.5,0.5,0,1,0,0,0,1
0.5,0.5,0.5,0.8051686492684615,0.9393099836998733,0,0,0,1,1,1
0.0,0.5,0.5,0.5,0.0,1,0,0,0,1,0
0.5,0.028051536703884553,0.5,0.4257311543545354,0.12435219998230812,0,1,0,1,1,0
0.5,0.5,0.0849818641261525,0.6973912919629764,0.5,0,0,1,1,0,0
0.5,0.0,0.5,0.5,0.5,0,1,0,0,0,0
0.0,0.5,0.15651472815635006,0.5,0.0,1,0,1,0,1,0
0.9257670908638544,0.5,0.5,0.5,0.9740641049173895,1,0,0,0,1,1
0.5,0.0,0.5,0.5,0.5,0,1,0,0,0,0
1.0,0.9149199815071445,0.4225410018962035,0.5,0.5,1,1,1,0,0,1
0.053162185930204185,0.0,0.5,0.2128187058162822,0.17983593760007333,1,1,0,1,1,0
0.04592869270707145,0.042474710700545114,0.5,0.7637454061594919,0.5,1,1,0,1,0,0
0.0,0.5,0.5,0.5,0.5,1,0,0,0,0,0
0.04063016090068702,0.5,0.14058424404631922,0.5,0.5,1,0,1,0,0,0
0.5,0.8207156307457439,0.7658855980643134,1.0,0.9646034322206934,0,1,1,1,1,1
0.9412249285499381,1.0,0.5,0.8592013528413799,1.0,1,1,0,1,1,1
0.0,0.5,0.5,0.5006424994446084,0.03543627223826584,1,0,0,1,1,0
1.0,0.5,0.5,0.7107267908591628,0.8843266066501656,1,0,0,1,1,1
0.07522144722573543,0.0726466459916687,0.0,0.5,0.0,1,1,1,0,1,0
0.5,0.5,0.5,1.0,0.5,0,0,0,1,0,1
0.5,0.5,1.0,0.5,1.0,0,0,1,0,1,1
0.5,1.0,0.5,0.5,1.0,0,1,0,0,1,1
1.0,1.0,1.0,0.8946371283416042,0.5,1,1,1,1,0,1
0.0,0.005706625278305442,0.5,0.6765224633843195,0.5,1,1,0,1,0,0
0.5,0.0,0.5,0.5,0.5,0,1,0,0,0,0
0.9544216008944005,0.5,1.0,0.5,0.5,1,0,1,0,0,1
0.5,1.0,0.5,0.5,1.0,0,1,0,0,1,1
0.5,0.5,0.5,0.5,0.0,0,0,0,0,1,0
0.03758102010476835,0.0,0.5,0.5,0.5,1,1,0,0,0,0
0.7222436720421247,0.5,0.5,0.864836690958805,0.9899382061234018,1,0,0,1,1,1
0.5,0.5,0.5,0.5,0.0,0,0,0,0,1,0
0.5,0.15829469669702867,0.22084996888371347,0.5,0.3386299592763072,0,1,1,0,1,0
0.089487241122579,0.0,0.5,0.5,0.0,1,1,0,0,1,0
0.712214914483827,1.0,0.5860409276130818,0.6709049739332695,0.5,1,1,1,1,0,1
0.5,0.0,0.19740865177218647,0.7434360755151748,0.5,0,1,1,1,0,0
0.5,0.5,0.5,0.6501674985010664,0.034249443385117574,0,0,0,1,1,0
0.5,0.5,0.5,0.5,0.09855344174895106,0,0,0,0,1,0
0.5,0.9014436916783222,0.5,0.5,0.5,0,1,0,0,0,1
0.7657917836648631,0.5,0.5,0.5,1.0,1,0,0,0,1,1
0.5,0.0,0.5,0.7044469938136344,0.5,0,1,0,1,0,0
0.1035500787483766,0.12173153701193669,0.5,0.7901885417696598,0.5,1,1,0,1,0,0
0.9486179280997107,1.0,0.5,0.5,0.5,1,1,0,0,0,1
0.1041319421518194,0.1381967318130597,0.2990346093686853,0.8014094489342434,0.5,1,1,1,1,0,0
1.0,1.0,0.8788394138472228,0.5,0.954446894630579,1,1,1,0,1,1
0.5,0.5,0.5,0.5,1.0,0,0,0,0,1,1
1.0,1.0,0.5,0.5,0.5,1,1,0,0,0,1
0.0,0.5,0.47441926812557494,0.5,0.0568728861789634,1,0,1,0,1,0
0.5,1.0,0.5,0.8066540002434165,0.5,0,1,0,1,0,1
0.04512922929728722,0.5,0.5,0.8093277448698764,0.5,1,0,0,1,0,0
0.5,0.5,1.0,0.5,0.5,0,0,1,0,0,1
0.02623987501773986,0.5,0.5,0.5,0.5,1,0,0,0,0,0
0.0174232995235167,0.5,0.5,0.5,0.10696041520872057,1,0,0,0,1,0
0.5,0.5,0.06783752460615183,0.38255920896164475,0.0,0,0,1,1,1,0
0.040777171150063754,0.041666619671638025,0.3864832207810386,0.29805590642432916,0.5,1,1,1,1,0,0
0.5,0.02551645376368465,0.5,0.5980326229577385,0.5,0,1,0,1,0,0
1.0,0.5,0.5,0.5,0.5,1,0,0,0,0,1
0.8990220459834465,0.5,0.5,0.9325139502618803,0.8993736096325516,1,0,0,1,1,1
0.5,0.5,0.5,0.5,0.29246318744773286,0,0,0,0,1,0
0.0,0.09801429662998132,0.5,0.5,0.0,1,1,0,0,1,0
0.8219986354304317,0.5,0.5,0.8307792282618058,0.5,1,0,0,1,0,1
0.12427339168574983,0.028712693471328536,0.5,0.5,0.5,1,1,0,0,0,0
0.5,0.7206005052382325,0.5,0.5,1.0,0,1,0,0,1,1
0.9618450296549045,0.5,0.5,0.5,0.5,1,0,0,0,0,1
0.5,0.5,0.5,0.5,1.0,0,0,0,0,1,1
0.07988042413698712,0.5,0.5,0.5,0.29498457967951286,1,0,0,0,1,0
0.0,0.5,0.3111354348053743,0.5,0.0,1,0,1,0,1,0
1.0,0.9508175518323548,0.5,0.8288544926786269,0.5,1,1,0,1,0,1
0.5,0.5,0.5,0.9318236969227859,0.06131338952085532,0,0,0,1,1,0
0.0,0.5,0.5,0.5,0.053581119849567545,1,0,0,0,1,0
1.0,1.0,0.6828904589319019,0.5,1.0,1,1,1,0,1,1
0.5,0.5,0.5,0.8131222466504314,0.9637269700154784,0,0,0,1,1,1
0.5,0.5,0.5,0.5,0.0,0,0,0,0,1,0
0.0,0.02129291343362081,0.5,0.5,0.5,1,1,0,0,0,0
0.9693797366714713,0.7472414713968829,0.5,0.5,0.9580730507194469,1,1,0,0,1,1
0.07315908718541606,0.5,0.5,0.5,0.5,1,0,0,0,0,0
0.5,0.7558191974666355,0.5,0.7969196135738656,1.0,0,1,0,1,1,1
0.5,1.0,0.5,0.9778748433705445,0.9422026884266828,0,1,0,1,1,1
0.5,0.0,0.5887098553275792,0.6831082111063674,0.5,0,1,1,1,0,0
0.0,0.5,0.37033686773679225,0.5,0.14399817363041512,1,0,1,0,1,0
0.5,0.5,0.5,0.5,1.0,0,0,0,0,1,1
0.0,0.14101972434396576,0.059212403250254564,0.8863732668039962,0.5,1,1,1,1,0,0
0.5,0.5,0.5,0.9744335098221837,0.0,0,0,0,1,1,0
0.5,0.0,0.5,0.5,0.21499122489256875,0,1,0,0,1,0
1.0,0.5,0.5,0.9467028189352283,0.5,1,0,0,1,0,1
0.018942306582145838,0.5,0.5,0.5,0.5,1,0,0,0,0,0
0.5,0.5,0.3483521724025238,0.5,0.5,0,0,1,0,0,1
0.07868529163677138,0.5,0.5,0.5,0.0790149027489069,1,0,0,0,1,0
0.5,0.5,0.5,0.5,0.9263819292862343,0,0,0,0,1,1
0.5,0.5,0.5,0.9603580982172593,0.5,0,0,0,1,0,1
0.5,0.5,0.5,0.5,0.0,0,0,0,0,1,0
0.5,0.039031460830563684,0.5,0.5,0.0,0,1,0,0,1,0
0.08937298396020579,0.5,0.5,0.5,0.09921185367120608,1,0,0,0,1,0
1.0,1.0,0.5,1.0,0.5,1,1,0,1,0,1
0.5,0.5,0.5,0.5,1.0,0,0,0,0,1,1
0.5,0.5,0.17956088825955127,0.5,0.009752730948507461,0,0,1,0,1,0
0.5,0.0,0.06602286349382255,0.5,0.0,0,1,1,0,1,0
1.0,0.7869708259050024,0.5,1.0,1.0,1,1,0,1,1,1
0.5,0.5,0.5,0.5,0.11094720275255172,0,0,0,0,1,0
0.0,0.5,0.5,0.5,0.02421369658554639,1,0,0,0,1,0
0.8810997448387632,1.0,0.6872489340282467,0.5,1.0,1,1,1,0,1,1
0.5,1.0,0.5,0.5,0.5,0,1,0,0,0,1
1.0,0.9650990059649485,0.9303899164910748,0.5,0.5,1,1,1,0,0,1
0.5,0.5,0.5,1.0,0.21436085737473765,0,0,0,1,1,0
0.0307260406524619,0.5,0.5,0.5213246199225816,0.18632359552489816,1,0,0,1,1,0
0.5,0.7059707045206632,0.5,0.8922298270017561,0.9794394016997987,0,1,0,1,1,1
0.5,0.5,0.5,0.5,0.8594350775282714,0,0,0,0,1,1
0.5,0.8720000245501518,0.5,0.5,0.5,0,1,0,0,0,1
0.9829141322609151,0.5,0.5,0.5,0.5,1,0,0,0,0,1
0.5,0.5,0.5,0.5,1.0,0,0,0,0,1,1
0.5,0.5,0.5316750308632996,0.5,0.049001152523023846,0,0,1,0,1,0
0.5,0.142756509082476,0.33907882078617013,0.5,0.14352701274934201,0,1,1,0,1,0
0.5,0.5,0.3043833826488378,0.5,0.08049564388262902,0,0,1,0,1,0
1.0,0.5,0.5,0.7094187318707185,1.0,1,0,0,1,1,1
0.5,1.0,0.5,0.5832720486219471,0.9831403364709647,0,1,0,1,1,1
0.746209414680898,0.9999994026700232,0.5,0.7667792691419082,1.0,1,1,0,1,1,1
0.5,0.5,0.5,0.5,0.0,0,0,0,0,1,0
0.040280611133708094,0.08625542044603303,0.5,0.5,0.0,1,1,0,0,1,0
0.9359698736293866,0.5,0.5,0.5,0.5,1,0,0,0,0,1
0.8635674477244474,1.0,0.5,0.5,1.0,1,1,0,0,1,1
0.8735305002178531,0.5,0.5,0.5,0.5,1,0,0,0,0,1
0.5,0.7838096493107267,0.5,0.7370788446635905,0.5,0,1,0,1,0,1
0.5,0.9314642278140728,0.5,0.5,1.0,0,1,0,0,1,1
0.5,1.0,1.0,0.5,0.5,0,1,1,0,0,1
0.5,0.08323573249557147,0.5,0.5,0.0,0,1,0,0,1,0
1.0,0.5,0.5,0.5,0.5,1,0,0,0,0,1
0.5,1.0,0.5,0.5,0.8565820969901682,0,1,0,0,1,1
1.0,0.9262968018899719,0.5,0.5,0.5,1,1,0,0,0,1
1.0,0.5,0.5,0.7608069463200282,0.5,1,0,0,1,0,1
0.5,0.5,0.27230819506046766,0.5,0.5,0,0,1,0,0,1
0.9685254417734487,0.5,0.5,0.5,0.5,1,0,0,0,0,1
0.5,0.5,0.5,0.5,0.13364967674696818,0,0,0,0,1,0
0.10444754578812374,0.0,0.0126622685051416,0.5,0.5,1,1,1,0,0,0
0.04618017538352496,0.5,0.5,0.5,0.0,1,0,0,0,1,0
0.5,0.5,0.5,0.5,0.2464687620437628,0,0,0,0,1,0
0.7574600079005587,0.5,0.8433189309652194,0.5,1.0,1,0,1,0,1,1
0.0,0.5,0.5,0.5,0.0,1,0,0,0,1,0
0.006651895540072358,0.07779841480723398,0.5,0.5,0.0,1,1,0,0,1,0
0.04780181636969452,0.5,0.5,0.5,0.0,1,0,0,0,1,0
0.6603629214542828,1.0,0.5,0.5,0.5,1,1,0,0,0,1
0.0,0.5,0.3935746522433859,0.5,0.5,1,0,1,0,0,0
0.5,0.5,0.5,0.6846011981875173,1.0,0,0,0,1,1,1
0.9001421470555643,0.5,0.8290753049490859,0.8659455620223591,0.5,1,0,1,1,0,1
0.5,0.5,0.5,0.5,0.0,0,0,0,0,1,0
0.5,0.7575297556916902,0.9667838110746348,0.75890088534466,0.5,0,1,1,1,0,1
0.5,0.8619401166577862,0.6819333962538345,0.5,0.5,0,1,1,0,0,1
0.5,0.5,0.5,0.5,0.8791248109321328,0,0,0,0,1,1
0.5,0.07538590281273536,0.5,0.5,0.0,0,1,0,0,1,0
0.14447444515632188,0.5,0.5,0.5,0.23468616158359795,1,0,0,0,1,0
0.024319752271185116,0.5,0.5,0.5,0.0,1,0,0,0,1,0
0.09295743514962654,0.5,0.5,0.5,0.0,1,0,0,0,1,0
0.9510323339928748,0.5,0.5,0.7867344661289758,0.5,1,0,0,1,0,1
0.5,0.6604980930048976,0.5,0.5,0.5,0,1,0,0,0,1
0.03762576686113456,0.5,0.5,0.5,0.05003354744443627,1,0,0,0,1,0
0.5,0.5,0.5,0.5832065387124217,0.5,0,0,0,1,0,1
0.1334876920858118,0.5,0.5,0.5279178881390632,0.014084093593215712,1,0,0,1,1,0
0.03358103556762383,0.0,0.5,0.5,0.5,1,1,0,0,0,0
0.0,0.0,0.22002794776475815,0.48272413450925894,0.5,1,1,1,1,0,0
1.0,0.8562749621993847,0.5,0.8387716989018204,1.0,1,1,0,1,1,1
0.5,1.0,0.5,0.8817232887648903,0.5,0,1,0,1,0,1
0.5,0.5,0.6702908119801431,0.7035826296405163,0.5,0,0,1,1,0,1
0.07127415849809252,0.1206242952940374,0.5,0.5,0.0,1,1,0,0,1,0
1.0,0.5,0.5,0.5,0.5,1,0,0,0,0,1
0.7637389084515347,0.5,0.9165302195786932,0.8016939036702392,0.8883474389963676,1,0,1,1,1,1
0.019614809514236477,0.5,0.25273106088779007,0.5,0.5,1,0,1,0,0,0
0.5,0.5,0.5,0.913511044274988,0.5,0,0,0,1,0,0
0.09380716867551822,0.5,0.0,0.5,0.23624164144767462,1,0,1,0,1,0
0.0,0.5,0.5,0.5,0.0,1,0,0,0,1,0
0.5,0.0,0.5,0.5,0.5,0,1,0,0,0,0
0.5,0.0,0.5,0.5,0.0,0,1,0,0,1,0
0.8834959216594709,0.5,0.5,0.8893768866262912,0.893048245794586,1,0,0,1,1,1
0.5,0.5,0.7498131976855632,0.5,0.9654232575747809,0,0,1,0,1,1
0.0,0.0,0.24056806552708235,0.5,0.3292705573389224,1,1,1,0,1,0
0.5,0.9936805750113891,0.6831284873346517,0.8650920210243914,0.9639606335459718,0,1,1,1,1,1
0.046348086946231645,0.5,0.5,0.5,0.1405784826364012,1,0,0,0,1,0
0.5,0.5,0.6899517329817423,0.5,0.5,0,0,1,0,0,1
0.1009517977904549,0.0023528231226350024,0.5,0.48410025763274656,0.24604171634259994,1,1,0,1,1,0
1.0,0.5,0.5,0.8819954479087466,0.9845219737054498,1,0,0,1,1,1
0.9614818621007546,0.5,0.5,0.5,0.8646870575402004,1,0,0,0,1,1
0.9049219940779576,0.5,0.5,0.5,0.5,1,0,0,0,0,1
0.8381413334062845,1.0,1.0,0.5,1.0,1,1,1,0,1,1
0.024828346809697217,0.0,0.5,0.5,0.17688954937663304,1,1,0,0,1,0
0.0,0.0,0.5,0.5789325668585605,0.5,1,1,0,1,0,0
0.5,0.0,0.4858863096428818,0.5,0.5,0,1,1,0,0,0
0.5,0.9248331891601222,0.8252111881660416,0.6914880611617813,0.9839352073898207,0,1,1,1,1,1
0.9919528147417146,1.0,0.9911599024556039,0.8484413332715635,0.94413977443683,1,1,1,1,1,1
0.5,0.5,0.5,0.5,0.9957835945255169,0,0,0,0,1,1
0.0,0.5,0.007047297443501743,0.5,0.5,1,0,1,0,0,0
0.5,0.5,0.5,0.5,1.0,0,0,0,0,1,1
0.9791702234821014,0.983630194882544,0.861737100679124,0.5,1.0,1,1,1,0,1,1
1.0,0.8830629963783813,0.9094531611045703,0.5,1.0,1,1,1,0,1,1
0.5,0.5,0.5,0.5,1.0,0,0,0,0,1,1
0.5,0.5,0.9029929306664997,0.5,0.9210515940791693,0,0,1,0,1,1
0.5,0.5,0.9806627015487973,0.5,0.9093688922732469,0,0,1,0,1,1
0.5,0.0,0.5,0.5,0.5,0,1,0,0,0,0
1.0,0.5,0.5,0.5,1.0,1,0,0,0,1,1
0.5,0.5,0.5,0.5,0.9595918487197174,0,0,0,0,1,1
0.5,0.9070159563639556,0.5,1.0,1.0,0,1,0,1,1,1
0.5,0.5,0.5,1.0,1.0,0,0,0,1,1,1
0.9467290124495872,0.9687416828017493,0.762651147122909,0.5,0.9124307601465751,1,1,1,0,1,1
0.5,0.0,0.5,0.5,0.5,0,1,0,0,0,0
0.14986273964129876,0.0,0.5,0.5,0.053477916509598586,1,1,0,0,1,0
0.023615113663772825,0.5,0.5,0.5,0.5,1,0,0,0,0,0
0.5,0.031328583434446056,0.5,0.7819162577341666,0.5,0,1,0,1,0,0
0.9587593128141186,0.5,0.60435275156611,0.8208045297736134,0.5,1,0,1,1,0,1
0.5,0.5,0.5,0.39616763479071715,0.0,0,0,0,1,1,0
